NaN,elastic_elasticsearch,ReactiveX_RxJava,apache_dubbo,zxing_zxing,skylot_jadx,eugenp_tutorials,JakeWharton_butterknife,Netflix_Hystrix,seata_seata,halo-dev_halo,apache_kafka,square_picasso,alibaba_nacos,apache_skywalking,redisson_redisson,apache_flink,Tencent_tinker,oracle_graal,apache_rocketmq,apache_shardingsphere,TeamNewPipe_NewPipe,orhanobut_logger,prestodb_presto,zhihu_Matisse,apache_hadoop,pinpoint-apm_pinpoint,Tencent_VasSonic,androidannotations_androidannotations,realm_realm-java,Netflix_zuul,apache_druid,Netflix_eureka,JakeWharton_ViewPagerIndicator,lingochamp_FileDownloader,liaohuqiu_android-Ultra-Pull-To-Refresh,pockethub_PocketHub,apache_zookeeper,openjdk_jdk,grpc_grpc-java,apereo_cas,Tencent_matrix,apache_pulsar,ChrisRM_material-theme-jetbrains,OpenAPITools_openapi-generator,Activiti_Activiti,dropwizard_metrics,square_dagger,JakeWharton_ActionBarSherlock,apache_shardingsphere-elasticjob,OpenFeign_feign,java-native-access_jna,apache_storm,Angel-ML_angel,JakeWharton_DiskLruCache,real-logic_aeron,sshahine_JFoenix,evernote_android-job,mrniko_netty-socketio,lightbend_config,square_otto,apache_jmeter,scribejava_scribejava,springfox_springfox,apache_beam,debezium,mybatis_generator,Alluxio_alluxio,Karumi_Dexter,orhanobut_dialogplus,micronaut-projects_micronaut-core,JodaOrg_joda-time,hibernate_hibernate-orm,junit-team_junit5,JakeWharton_NineOldAndroids,dromara_shenyu,square_android-times-square,HotBitmapGG_bilibili-android-client,quartz-scheduler_quartz,airbnb_DeepLinkDispatch,Netflix_ribbon,mapstruct_mapstruct,roboguice_roboguice,apache_ignite,apache_camel,apache_hive,bjmashibing_InternetArchitect,brianfrankcooper_YCSB,apache_rocketmq-externals,AntennaPod_AntennaPod,dromara_hmily,oblac_jodd,apache_incubator-heron,Atmosphere_atmosphere,powermock_powermock,Genymobile_gnirehtet,citerus_dddsample-core,querydsl_querydsl,oracle_opengrok,runelite_runelite
HotBitmapGG_bilibili-android-client,0.257247878,0,0.22866478,0.576350528,0.446544281,0.171498585,0.859726954,0.743122626,0.616041104,0.401889853,0.594088526,0.890263815,0.468871495,0.608759587,0.597790048,0.529411765,0.606043215,0.513436031,0.616041104,0.504184173,0.720603759,0.816871723,0.552335922,0.869226987,0.661494543,0.583095189,0.845825812,0.564732459,0.285390896,0.743122626,0.558823529,0.743122626,0.514495755,0.863058539,0.458349249,0.384233685,0.672408949,0.363803438,0.384233685,0.55230609,0.81167945,0.584235628,0.710494138,0.363803438,0.363803438,0.685994341,0.918084559,0.458349249,0.504184173,0.743122626,0.153392998,0.424028563,0.356512048,0.76742138,0.595854023,0.40430377,0.723339349,0.665912092,0,0.800942841,0.400250235,0.607604719,0.689694667,0.313112146,0.536875492,0.384233685,0.541814275,0.985610761,0.820346992,0.600375352,0.529256124,0.214373231,0.22866478,0.453742606,0.532396583,0.918084559,1,0.171498585,0.889211828,0.743122626,0.751860438,0.672213997,0.460178993,0.504184173,0.653047156,0.140028008,0.67909975,0.676470588,0.298540717,0.520893611,0.76846737,0.595252265,0.171498585,0.379980298,0.75627626,0.714470849,0,0.594913077,0.324101862
quartz-scheduler_quartz,0,0,0,0.140028008,0,0,0.147441956,0.131306433,0.179605302,0.130188911,0.144337567,0.162221421,0.130188911,0.169030851,0.129099445,0,0.110431526,0.136082763,0.179605302,0.089087081,0.131306433,0.144337567,0.140028008,0.149071198,0.142857143,0,0.164398987,0,0.277350098,0.131306433,0.171498585,0.131306433,0.25,0.15249857,0.267261242,0.140028008,0.140028008,0.353553391,0.140028008,0.097590007,0.169030851,0.162221421,0.142857143,0.141421356,0.141421356,0.166666667,0.162221421,0.267261242,0.089087081,0.131306433,0.447213595,0.137360564,0.188982237,0.15430335,0.133630621,0.138675049,0.162221421,0.138675049,0,0.137360564,0.145864991,0.122169444,0.138675049,0,0.223606798,0.140028008,0.137360564,0.169030851,0.15430335,0.145864991,0.15430335,0,0,0.377964473,0.094072087,0.162221421,0.171498585,1,0.15249857,0.131306433,0.141421356,0.150755672,0.223606798,0.133630621,0.131306433,0,0.141421356,0.171498585,0,0.0949158,0,0.108465229,1,0,0.133630621,0.130188911,0,0.182574186,0
airbnb_DeepLinkDispatch,0.304997141,0,0.203331427,0.640622133,0.555901438,0.15249857,0.899387501,0.820985775,0.657349243,0.436779702,0.638326907,0.915325788,0.516194193,0.644424078,0.649686866,0.601525648,0.656785344,0.622572806,0.657349243,0.55701175,0.800961731,0.858439634,0.683330275,0.909325786,0.718921832,0.640493995,0.877471368,0.602600138,0.380659441,0.820985775,0.601525648,0.820985775,0.609994281,0.860465116,0.44832653,0.427081422,0.747392488,0.32349832,0.427081422,0.595293464,0.850639783,0.593724835,0.806063872,0.409764538,0.409764538,0.737076423,0.915325788,0.44832653,0.55701175,0.820985775,0.204598302,0.460840372,0.403473292,0.87064849,0.631732838,0.444102681,0.841110183,0.740171135,0,0.879786164,0.444884053,0.670703962,0.761318882,0.389792232,0.477396038,0.427081422,0.628418689,0.876416746,0.84711745,0.645081877,0.635338087,0.228747855,0.203331427,0.403473292,0.588180209,0.915325788,0.889211828,0.15249857,1,0.820985775,0.841095631,0.758670808,0.477396038,0.570597402,0.740889602,0.124514561,0.754829412,0.706138804,0.318559124,0.578980949,0.832808772,0.661631694,0.15249857,0.394196804,0.835517625,0.794144912,0,0.612530651,0.345834251
Netflix_ribbon,0.229786258,0.065653216,0.175075244,0.698689975,0.512839245,0.131306433,0.851843402,1,0.565999957,0.427366037,0.587525984,0.788126497,0.495744603,0.554870952,0.695015091,0.630528289,0.6235159,0.679004605,0.565999957,0.596583045,0.913793103,0.852860299,0.64353024,0.841682315,0.862870845,0.630270878,0.755532561,0.677399411,0.327760668,1,0.540452819,1,0.525225731,0.800961731,0.350931203,0.422891301,0.900942336,0.278543007,0.422891301,0.69196657,0.732429657,0.617720768,0.844112783,0.408529744,0.427099278,0.634647759,0.788126497,0.350931203,0.596583045,1,0.117444044,0.432871816,0.397033334,0.830701921,0.614129606,0.437014224,0.788126497,0.801192745,0.227429413,0.919852609,0.402213246,0.641665358,0.801192745,0.431516971,0.411054154,0.422891301,0.613235073,0.754624495,0.810440898,0.78527348,0.668613741,0.196959649,0.218844055,0.347404167,0.617613508,0.788126497,0.743122626,0.131306433,0.820985775,1,0.854198556,0.831397962,0.411054154,0.543943365,0.879310345,0.107211253,0.891337623,0.608009421,0.297147709,0.610689698,0.937715492,0.712109115,0.131306433,0.420230319,0.947514249,0.957299924,0.151619609,0.671248622,0.248145833
mapstruct_mapstruct,0.318198052,0,0.23570226,0.712906231,0.533933278,0.141421356,0.854909098,0.854198556,0.584200584,0.423464324,0.612372436,0.780013495,0.515521786,0.621518877,0.712039325,0.557831938,0.609077671,0.673575314,0.584200584,0.56694671,0.835629022,0.898146239,0.69310328,0.843274043,0.848528137,0.593969696,0.790483943,0.620920421,0.353009043,0.854198556,0.557831938,0.854198556,0.565685425,0.819529076,0.377964473,0.415861968,0.851526887,0.25,0.415861968,0.607257692,0.788850882,0.573539335,0.848528137,0.4,0.4,0.659966329,0.780013495,0.377964473,0.56694671,0.854198556,0.18973666,0.466217214,0.374165739,0.785584405,0.604743157,0.431455497,0.757071922,0.804076154,0,0.835305842,0.433196923,0.656540003,0.843299381,0.413118224,0.442718872,0.415861968,0.582771517,0.76494631,0.829227983,0.742623297,0.545544726,0.247487373,0.23570226,0.374165739,0.585367293,0.780013495,0.751860438,0.141421356,0.841095631,0.854198556,1,0.788842651,0.411096096,0.585844933,0.835629022,0.173205081,0.86,0.630592625,0.295419578,0.577194207,0.871329838,0.65958989,0.141421356,0.43519414,0.888216512,0.846928648,0,0.619677335,0.32071349
roboguice_roboguice,0.226133508,0,0.201007563,0.633300496,0.49066792,0,0.755742182,0.831397962,0.595683397,0.333654186,0.565752382,0.758129781,0.43178777,0.535129551,0.720111523,0.439524536,0.566038084,0.574426958,0.595683397,0.537215309,0.791807582,0.783349452,0.591080463,0.741619849,0.796851411,0.482418151,0.718738316,0.579165468,0.376308905,0.831397962,0.465378921,0.831397962,0.565333771,0.735680784,0.362620334,0.358870281,0.802180629,0.266500895,0.379980298,0.603202133,0.688023708,0.440204389,0.753778361,0.362441218,0.341121146,0.603022689,0.733673982,0.362620334,0.537215309,0.831397962,0.202259959,0.393449799,0.370371873,0.790911579,0.564076075,0.355402854,0.758129781,0.752617809,0,0.828315367,0.351839598,0.626203048,0.752617809,0.385337318,0.303389938,0.358870281,0.476281336,0.662541349,0.744387368,0.72566917,0.558290526,0.18844459,0.201007563,0.341881729,0.553094127,0.733673982,0.672213997,0.150755672,0.758670808,0.831397962,0.788842651,1,0.269679945,0.584221649,0.791807582,0.123091491,0.810162722,0.568796459,0.262431941,0.543745617,0.802180629,0.621366443,0.150755672,0.37113481,0.866259686,0.804695389,0,0.522957788,0.170940865
apache_ignite,0.223606798,0,0.223606798,0.313112146,0.378444631,0.223606798,0.395628284,0.411054154,0.321287732,0.349333506,0.355023473,0.43528575,0.378444631,0.41576092,0.230940108,0.421830744,0.395091839,0.365148372,0.321287732,0.37848906,0.411054154,0.387298335,0.407045789,0.4,0.287494454,0.268328157,0.404368042,0.319072451,0.310086836,0.411054154,0.536875492,0.411054154,0.223606798,0.477396038,0.239045722,0.313112146,0.313112146,0.395284708,0.34442336,0.370970413,0.41576092,0.399011938,0.415269767,0.316227766,0.316227766,0.409945796,0.43528575,0.239045722,0.37848906,0.411054154,0.1,0.337862314,0.380319415,0.414039336,0.388449298,0.34109552,0.362738125,0.310086836,0,0.430006582,0.293547633,0.355132937,0.372104204,0.204124145,0.3,0.313112146,0.430006582,0.453557368,0.34503278,0.326164037,0.34503278,0.055901699,0.149071198,0.338061702,0.399668004,0.43528575,0.460178993,0.223606798,0.477396038,0.411054154,0.411096096,0.269679945,1,0.179284291,0.381693143,0.182574186,0.316227766,0.421830744,0.233549683,0.403252542,0.375734575,0.363803438,0.223606798,0.192668659,0.448210729,0.378444631,0,0.571547607,0.253546276
apache_camel,0.334076552,0.06681531,0.222717702,0.561360891,0.45232785,0.133630621,0.551677284,0.543943365,0.480015361,0.295752825,0.46291005,0.585299229,0.365341725,0.451753951,0.638310642,0.366679399,0.531253202,0.56372955,0.480015361,0.607142857,0.561489925,0.578637562,0.505224802,0.537852874,0.553612573,0.347439614,0.52724973,0.586714649,0.259437261,0.543943365,0.412514324,0.543943365,0.467707173,0.590975881,0.392857143,0.318104505,0.561360891,0.141736677,0.336816535,0.560763571,0.542104742,0.433554985,0.572702661,0.321269802,0.302371578,0.467707173,0.56362148,0.392857143,0.607142857,0.543943365,0.179284291,0.348755972,0.252538136,0.556730617,0.607142857,0.31503096,0.56362148,0.611530686,0,0.569022901,0.506792764,0.587720834,0.555936987,0.414757531,0.358568583,0.318104505,0.385467127,0.519517044,0.536110964,0.526284794,0.577350269,0.300668897,0.133630621,0.252538136,0.603403746,0.56362148,0.504184173,0.133630621,0.570597402,0.543943365,0.585844933,0.584221649,0.179284291,1,0.596583045,0.109108945,0.56694671,0.458349249,0.255883158,0.59613189,0.561360891,0.594265312,0.133630621,0.542810148,0.571428571,0.539313975,0,0.414757531,0.151522882
apache_hive,0.262612866,0.065653216,0.262612866,0.75384971,0.529933886,0.131306433,0.79376317,0.879310345,0.518833294,0.376082113,0.587525984,0.702923633,0.46155532,0.510481276,0.728918266,0.540452819,0.59451516,0.696873148,0.518833294,0.631676166,0.844827586,0.833907848,0.64353024,0.782960293,0.900386968,0.577748305,0.690772627,0.706224918,0.291342816,0.879310345,0.540452819,0.879310345,0.492399123,0.740889602,0.350931203,0.367731566,0.919328914,0.185695338,0.386118144,0.666338179,0.688039981,0.55381862,0.825354721,0.352821143,0.352821143,0.612763353,0.702923633,0.350931203,0.631676166,0.879310345,0.117444044,0.41483549,0.347404167,0.749657831,0.649222726,0.382387446,0.745525065,0.801192745,0.151619609,0.847707306,0.421366258,0.657706992,0.782983819,0.407543806,0.411054154,0.367731566,0.54108977,0.665845142,0.769918854,0.746967457,0.628091696,0.262612866,0.175075244,0.297775,0.642318048,0.702923633,0.653047156,0.131306433,0.740889602,0.879310345,0.835629022,0.791807582,0.381693143,0.596583045,1,0.16081688,0.909907157,0.562971686,0.274290193,0.648078863,0.864169179,0.726351297,0.131306433,0.468718433,0.877328008,0.854732075,0.151619609,0.623302292,0.198516667
bjmashibing_InternetArchitect,0.510310363,0,0.816496581,0.171498585,0.265747002,0.40824829,0.120385853,0.107211253,0.146647115,0.212597601,0.11785113,0.132453236,0.318896402,0.138013112,0.105409255,0.140028008,0.225417409,0.111111111,0.146647115,0.21821789,0.16081688,0.176776695,0.171498585,0.121716124,0.116642369,0,0.201346817,0.179244286,0.113227703,0.107211253,0.140028008,0.107211253,0.204124145,0.186771842,0.21821789,0.22866478,0.057166195,0.144337567,0.285830975,0.119522861,0.207019668,0.198679854,0.174963553,0.230940108,0.173205081,0.136082763,0.132453236,0.21821789,0.21821789,0.107211253,0,0.280386077,0.3086067,0.125988158,0.109108945,0.226455407,0.132453236,0.056613852,0,0.112154431,0.238196534,0.1496264,0.113227703,0.223606798,0.091287093,0.22866478,0.280386077,0.138013112,0.062994079,0.1786474,0.062994079,0,0.40824829,0.3086067,0.230428612,0.132453236,0.140028008,0,0.124514561,0.107211253,0.173205081,0.123091491,0.182574186,0.109108945,0.16081688,1,0.057735027,0.140028008,0.355334527,0.232495277,0.11433239,0.177122977,0,0.251259454,0.163663418,0.106298801,0,0.149071198,0.15430335
brianfrankcooper_YCSB,0.212132034,0,0.141421356,0.712906231,0.478698801,0,0.792354773,0.891337623,0.533400533,0.38664134,0.591960021,0.734130348,0.460287309,0.501996016,0.730296743,0.509324813,0.593460295,0.692820323,0.533400533,0.56694671,0.854198556,0.836908995,0.613891477,0.78002849,0.969746443,0.622253967,0.697485832,0.651966442,0.235339362,0.891337623,0.48507125,0.891337623,0.494974747,0.754829412,0.302371578,0.376256066,0.990147543,0.2,0.376256066,0.634860315,0.693232593,0.550597761,0.808122036,0.36,0.38,0.636396103,0.734130348,0.302371578,0.56694671,0.891337623,0.126491106,0.407940062,0.347439614,0.763762616,0.604743157,0.39223227,0.757071922,0.843299381,0.163299316,0.835305842,0.371311649,0.604707898,0.804076154,0.413118224,0.379473319,0.376256066,0.543920083,0.693232593,0.785584405,0.742623297,0.589188304,0.212132034,0.141421356,0.267261242,0.572063491,0.734130348,0.67909975,0.141421356,0.754829412,0.891337623,0.86,0.810162722,0.316227766,0.56694671,0.909907157,0.057735027,1,0.5820855,0.27080128,0.577194207,0.891132789,0.67492919,0.141421356,0.417786374,0.869318288,0.883751633,0.244948974,0.619677335,0.213808994
apache_rocketmq-externals,0.214373231,0,0.22866478,0.528321317,0.513525923,0.171498585,0.682724346,0.608009421,0.954863711,0.401889853,0.767364346,0.695518605,0.491198709,0.898645105,0.531368931,0.5,0.549226664,0.560112034,0.954863711,0.488905865,0.608009421,0.668349592,0.672408949,0.69026849,0.563495351,0.548795472,0.704854843,0.545908043,0.190260598,0.608009421,0.558823529,0.608009421,0.600245048,0.679985515,0.412514324,0.384233685,0.576350528,0.363803438,0.384233685,0.468623349,0.724713795,0.52859414,0.636994745,0.363803438,0.339549875,0.886076023,0.723339349,0.412514324,0.488905865,0.608009421,0.306785996,0.40047142,0.356512048,0.635107349,0.572936561,0.40430377,0.612056372,0.570781793,0,0.636042844,0.350218955,0.607604719,0.594564368,0.375734575,0.421830744,0.384233685,0.588928559,0.666736691,0.635107349,0.475297154,0.449867705,0.171498585,0.171498585,0.388922234,0.516263353,0.723339349,0.676470588,0.171498585,0.706138804,0.608009421,0.630592625,0.568796459,0.421830744,0.458349249,0.562971686,0.140028008,0.5820855,1,0.328394789,0.504615685,0.624379738,0.613853899,0.171498585,0.401090314,0.618771485,0.580507565,0,0.500979433,0.194461117
AntennaPod_AntennaPod,0.348155312,0,0.290129427,0.341260465,0.52124855,0.174077656,0.282329851,0.297147709,0.3126527,0.657226433,0.351763235,0.310630372,0.679889414,0.294244943,0.404519917,0.238832574,0.63438082,0.331645559,0.3126527,0.496258246,0.320005225,0.301511345,0.414387707,0.285449613,0.248682366,0.208893187,0.314800094,0.420365112,0.09656091,0.297147709,0.298540717,0.297147709,0.21759707,0.318559124,0.232621053,0.658145182,0.268133222,0.123091491,0.682520929,0.373741274,0.323669437,0.310630372,0.298418839,0.664694051,0.689312349,0.377168255,0.282391247,0.232621053,0.496258246,0.297147709,0,0.645607935,0.62505411,0.29546842,0.255883158,0.675926369,0.254152123,0.337963185,0,0.28693686,0.355485701,0.42533941,0.337963185,0.317820863,0.116774842,0.658145182,0.57387372,0.294244943,0.241746889,0.279310194,0.29546842,0.174077656,0.174077656,0.131590339,0.507651299,0.282391247,0.298540717,0,0.318559124,0.297147709,0.295419578,0.262431941,0.233549683,0.255883158,0.274290193,0.355334527,0.27080128,0.328394789,1,0.512204317,0.316884717,0.396508829,0,0.428549564,0.302407368,0.271955765,0,0.317820863,0.131590339
